time,open,high,low,close,200 EMA,Volume,Volume MA 20,MACD,Signal Line,Histogram,Cross
1586179800,117.599,117.783,117.455,117.776,117.7718748,23099,13461.75,0.016578971,0.086948387,-0.070369417,NaN
1586181600,117.776,117.967,117.735,117.821,117.7723636,21215,14153.85,0.019699092,0.070714194,-0.051015102,NaN
1586183400,117.821,117.836,117.646,117.691,117.771554,19343,14525.3,0.01154877,0.054264261,-0.042715491,NaN
1586185200,117.691,117.916,117.659,117.882,117.7726529,15252,14576.25,0.020268047,0.040837512,-0.020569465,NaN
1586187000,117.882,117.974,117.827,117.91,117.7740196,12131,14441.9,0.029102033,0.03143031,-0.002328277,NaN
1586188800,117.91,117.917,117.784,117.897,117.7752433,11009,14167.75,0.034654563,0.026050659,0.008603904,0.026050659
1586190600,117.897,117.91,117.723,117.76,117.7750916,11658,14163.45,0.027681137,0.023515534,0.004165603,NaN
1586192400,117.76,117.803,117.652,117.653,117.7738767,9840,13853.05,0.01336656,0.021092934,-0.007726374,0.021092934
1586194200,117.653,117.782,117.632,117.745,117.7735894,8174,13451.4,0.009338141,0.02024859,-0.01091045,NaN
1586196000,117.745,117.77,117.64,117.645,117.7723099,7653,13123.35,-0.001901654,0.018195188,-0.020096841,NaN
1586197800,117.645,117.779,117.639,117.739,117.7719785,8070,12638.8,-0.003187513,0.015652232,-0.018839745,NaN
1586199600,117.739,117.791,117.653,117.751,117.7717697,13990,12665.25,-0.003201363,0.014013328,-0.017214691,NaN
1586201400,117.751,117.92,117.712,117.865,117.7726974,14867,12823.1,0.005918285,0.01241891,-0.006500625,NaN
1586203200,117.865,117.872,117.804,117.812,117.7730885,8594,12799.75,0.008767944,0.010159567,-0.001391623,NaN
1586205000,117.812,117.902,117.797,117.848,117.7738339,5701,12655.5,0.013772458,0.007839333,0.005933125,0.007839333
1586206800,117.848,117.95,117.836,117.885,117.77494,1531,12116.3,0.020487989,0.007040094,0.013447895,NaN
1586208600,117.885,117.92,117.839,117.867,117.775856,3531,11723.55,0.024080067,0.008230484,0.015849583,NaN
1586210400,117.867,117.877,117.813,117.837,117.7764644,4079,11214.95,0.024226793,0.009884778,0.014342015,NaN
1586212200,117.837,117.867,117.742,117.784,117.7765394,5638,10889.8,0.019837741,0.012300267,0.007537474,NaN
1586214000,117.784,117.826,117.756,117.789,117.7766634,6900,10613.75,0.016571814,0.014495747,0.002076066,NaN
1586215800,117.789,117.94,117.776,117.85,117.7773931,10942,10005.9,0.018690283,0.016928153,0.001762131,NaN
1586217600,117.85,117.856,117.636,117.689,117.7765136,14315,9660.9,0.007293754,0.017080982,-0.009787229,0.017080982
1586219400,117.689,117.781,117.553,117.664,117.775394,15629,9475.2,-0.003712573,0.015694258,-0.019406832,NaN
1586221200,117.664,117.82,117.623,117.768,117.7753205,8934,9159.3,-0.003997159,0.013719856,-0.017717016,NaN
1586223000,117.768,117.797,117.613,117.67,117.7742725,11051,9105.3,-0.011992237,0.010110942,-0.02210318,NaN
1586224800,117.67,117.698,117.508,117.576,117.7722996,10728,9091.25,-0.025618099,0.004588924,-0.030207023,NaN
1586226600,117.576,117.753,117.556,117.723,117.7718091,8772,8946.95,-0.024275192,-0.000800186,-0.023475007,NaN
1586228400,117.723,117.746,117.638,117.675,117.7708458,7331,8821.5,-0.026775477,-0.005979432,-0.020796045,NaN
1586230200,117.675,117.717,117.607,117.642,117.7695638,10276,8926.6,-0.031061734,-0.011272048,-0.019789686,NaN
1586232000,117.642,117.683,117.609,117.642,117.7682945,8699,8978.9,-0.034065933,-0.01713385,-0.016932083,NaN
1586233800,117.642,117.773,117.609,117.758,117.768192,13211,9235.95,-0.026777873,-0.020919586,-0.005858286,NaN
1586235600,117.758,117.842,117.717,117.755,117.7680608,8950,8983.95,-0.02100201,-0.022840635,0.001838625,-0.022840635
1586237400,117.755,117.908,117.728,117.854,117.7689159,13188,8900,-0.008339986,-0.023323171,0.014983185,NaN
1586239200,117.854,118.027,117.777,117.914,117.7703595,13852,9162.9,0.006461771,-0.021272726,0.027734497,NaN
1586241000,117.914,118.226,117.908,118.194,117.7745748,15279,9641.8,0.040321133,-0.013946144,0.054267277,NaN
1586242800,118.194,118.363,118.144,118.323,117.7800318,20118,10571.15,0.076680221,-0.002728876,0.079409097,NaN
1586244600,118.323,118.436,118.236,118.433,117.786529,15015,11145.35,0.113067766,0.012809262,0.100258504,NaN
1586246400,118.433,118.455,118.261,118.318,117.7918173,11163,11499.55,0.131114216,0.030828812,0.100285404,NaN
1586248200,118.318,118.332,118.187,118.321,117.7970828,11202,11777.75,0.143998309,0.050613727,0.093384582,NaN
1586250000,118.321,118.519,118.309,118.483,117.8039078,11888,12027.15,0.165374755,0.071964019,0.093410736,NaN
1586251800,118.483,118.606,118.436,118.594,117.8117694,12164,12088.25,0.189092771,0.095307884,0.093784887,NaN
1586253600,118.594,118.845,118.591,118.727,117.8208762,13488,12046.9,0.216130045,0.120248998,0.095881047,NaN
1586255400,118.727,118.774,118.631,118.665,117.8292754,10740,11802.45,0.229904205,0.145075936,0.08482827,NaN
1586257200,118.665,118.688,118.513,118.541,117.8363573,9970,11854.25,0.228184198,0.165949609,0.062234588,NaN
1586259000,118.541,118.572,118.431,118.522,117.8431796,13195,11961.45,0.222720554,0.182176313,0.040544241,NaN
1586260800,118.522,118.791,118.443,118.762,117.8523221,16150,12232.55,0.235047094,0.195729572,0.039317523,NaN
1586262600,118.762,118.978,118.71,118.859,117.8623388,14268,12507.35,0.249763933,0.208912874,0.040851059,NaN
1586264400,118.859,118.961,118.819,118.928,117.8729424,13606,12821.1,0.26395218,0.222241082,0.041711099,NaN
1586266200,118.928,119.005,118.813,118.986,117.8840176,20957,13355.15,0.276687107,0.234609121,0.042077986,NaN
1586268000,118.986,119.037,118.751,118.767,117.8928035,21345,13987.45,0.266041399,0.243158968,0.022882431,NaN
1586269800,118.767,118.835,118.522,118.613,117.8999696,22516,14452.7,0.242384033,0.246076078,-0.003692045,0.246076078
1586271600,118.613,118.727,118.574,118.589,117.9068256,21018,15056.1,0.219172319,0.244883646,-0.025711327,NaN
1586273400,118.589,118.784,118.565,118.633,117.9140512,14428,15118.1,0.201998785,0.241974156,-0.039975372,NaN
1586275200,118.633,118.743,118.612,118.728,117.9221502,12991,15075.05,0.193820103,0.238762995,-0.044942892,NaN
1586277000,118.728,118.797,118.568,118.59,117.9287955,14182,15020.2,0.174194981,0.232001649,-0.057806668,NaN
1586278800,118.59,118.736,118.585,118.632,117.9357926,11963,14612.45,0.160184473,0.222048376,-0.061863903,NaN
1586280600,118.632,118.783,118.615,118.77,117.9440931,9607,14342.05,0.158390662,0.210319318,-0.051928656,NaN
1586282400,118.77,118.779,118.583,118.648,117.9510972,11445,14356.15,0.145448039,0.195737199,-0.050289161,NaN
1586284200,118.648,118.746,118.611,118.68,117.95835,13552,14473.65,0.136202986,0.181310709,-0.045107723,NaN
1586286000,118.68,118.781,118.665,118.674,117.9654709,11249,14441.7,0.126928908,0.168482362,-0.041553454,NaN
1586287800,118.674,118.716,118.59,118.596,117.9717448,14654,14566.2,0.111994186,0.15657368,-0.044579494,NaN
1586289600,118.596,118.603,118.489,118.551,117.9775085,4274,14105.5,0.095427163,0.144732389,-0.049305226,NaN
1586291400,118.551,118.584,118.406,118.414,117.9818517,6384,13887.7,0.070431038,0.131022493,-0.060591455,NaN
1586293200,118.414,118.49,118.385,118.385,117.9858631,26,13390.5,0.047731156,0.116970957,-0.069239801,NaN
1586295000,118.385,118.495,118.348,118.422,117.9902028,4785,12970,0.03235397,0.102767568,-0.070413597,NaN
1586296800,118.422,118.529,118.422,118.497,117.9952456,4450,12385,0.025920517,0.088048663,-0.062128145,NaN
1586298600,118.497,118.537,118.474,118.494,118.0002083,9011,12122.15,0.020345356,0.074148365,-0.053803008,NaN
1586300400,118.494,118.501,118.339,118.406,118.004246,10413,11962.5,0.008725553,0.059984205,-0.051258652,NaN
1586302200,118.406,118.5,118.359,118.374,118.0079252,10539,11441.6,-0.003030424,0.04554428,-0.048574704,NaN
1586304000,118.374,118.4,118.098,118.126,118.0091,18658,11307.25,-0.031989888,0.029546049,-0.061535937,NaN
1586305800,118.126,118.168,118.026,118.037,118.0093776,23954,11379.15,-0.061414085,0.012119244,-0.073533329,NaN
1586307600,118.037,118.409,118.012,118.388,118.013145,18192,11237.85,-0.055767355,-0.0019028,-0.053864556,NaN
1586309400,118.388,118.404,118.157,118.176,118.0147655,13746,11203.75,-0.067619435,-0.014719532,-0.052899903,NaN
1586311200,118.176,118.234,118.136,118.228,118.0168872,12216,11165,-0.071986512,-0.026312919,-0.045673593,NaN
1586313000,118.228,118.283,118.201,118.234,118.0190475,10955,11003.65,-0.07410902,-0.037427312,-0.036681708,NaN
1586314800,118.234,118.239,118.14,118.205,118.0208978,9604,10885.7,-0.077240796,-0.048270218,-0.028970578,NaN
1586316600,118.205,118.244,118.173,118.209,118.0227695,9796,10895.15,-0.078495142,-0.057961406,-0.020533736,NaN
1586318400,118.209,118.421,118.192,118.403,118.0265529,12913,10968.55,-0.063107576,-0.064636646,0.001529069,-0.064636646
1586320200,118.403,118.414,118.296,118.33,118.0295722,9386,10760.25,-0.056155979,-0.067321767,0.011165788,NaN
1586322000,118.33,118.492,118.296,118.458,118.0338352,10021,10698.85,-0.03985879,-0.064926734,0.025067944,NaN
1586323800,118.458,118.524,118.371,118.451,118.0379861,12237,10578,-0.02719451,-0.061751973,0.034557463,NaN
1586325600,118.451,118.461,117.915,118.004,118.0376479,27163,11722.45,-0.052620565,-0.060085432,0.007464868,NaN
1586327400,118.004,118.1,117.96,118.097,118.0382385,14642,12135.35,-0.064522795,-0.05925613,-0.005266664,-0.05925613
1586329200,118.097,118.2,118.014,118.09,118.0387535,17769,13022.5,-0.073671005,-0.059207462,-0.014463543,NaN
1586331000,118.09,118.226,118.064,118.201,118.0403679,13286,13447.55,-0.071144151,-0.058530057,-0.012614094,NaN
1586332800,118.201,118.209,118.031,118.066,118.040623,9323,13691.2,-0.079122892,-0.058599807,-0.020523086,NaN
1586334600,118.066,118.178,117.991,118.158,118.0417909,10307,13756,-0.077133327,-0.060158224,-0.016975103,NaN
1586336400,118.158,118.348,118.157,118.341,118.0447681,12069,13838.8,-0.060097247,-0.060596142,0.000498895,-0.060596142
1586338200,118.341,118.356,118.195,118.232,118.0466311,10870,13855.35,-0.054760179,-0.062251852,0.007491673,NaN
1586340000,118.232,118.336,118.216,118.295,118.0491024,9026,13373.75,-0.044929027,-0.064222354,0.019293327,NaN
1586341800,118.295,118.367,118.288,118.316,118.0517581,9163,12634.2,-0.035039332,-0.062268884,0.027229552,NaN
1586343600,118.316,118.457,118.262,118.443,118.0556511,12872,12368.2,-0.016760633,-0.056961977,0.040201344,NaN
1586345400,118.443,118.444,118.22,118.35,118.0585799,11494,12255.6,-0.009667514,-0.049850478,0.040182964,NaN
1586347200,118.35,118.407,118.32,118.399,118.0619672,11074,12198.5,-9.12235E-05,-0.041955708,0.041864485,NaN
1586349000,118.399,118.497,118.342,118.437,118.0656989,11526,12227.05,0.010443947,-0.032003837,0.042447784,NaN
1586350800,118.437,118.695,118.43,118.498,118.0700004,17967,12645.2,0.023445075,-0.020828459,0.044273534,NaN
1586352600,118.498,118.532,118.306,118.335,118.0726372,21495,13230.15,0.020361114,-0.011888641,0.032249756,NaN
1586354400,118.335,118.432,118.322,118.409,118.0759841,16367,13402.85,0.023616005,-0.003180177,0.026796181,NaN
1586356200,118.409,118.416,118.006,118.106,118.0762828,23471,14107.1,0.001726064,0.002003722,-0.000277659,0.002003722
1586358000,118.106,118.315,118.103,118.208,118.0775934,21046,14658.35,-0.007307093,0.005085082,-0.012392175,NaN
1586359800,118.208,118.293,118.042,118.086,118.077677,16409,14866.95,-0.024033274,0.004277011,-0.028310285,NaN
1586361600,118.086,118.123,117.937,117.943,118.076337,12107,14114.15,-0.048271356,-1.23048E-05,-0.048259052,NaN
1586363400,117.943,118.065,117.937,118.015,118.0757266,12261,13995.1,-0.060967616,-0.006776348,-0.054191268,NaN
1586365200,118.015,118.081,117.98,118.002,118.074993,9695,13591.4,-0.071257077,-0.01585424,-0.055402837,NaN
1586367000,118.002,118.14,117.995,118.128,118.0755205,7987,13326.45,-0.068455293,-0.026065392,-0.042389901,NaN
1586368800,118.128,118.218,118.094,118.201,118.076769,11129,13416.75,-0.059656683,-0.034956258,-0.024700425,NaN
1586370600,118.201,118.269,118.189,118.195,118.0779454,9071,13354.95,-0.05256197,-0.043420478,-0.009141492,NaN
1586372400,118.195,118.266,118.188,118.211,118.0792694,7068,13104.9,-0.045128084,-0.048626494,0.00349841,-0.048626494
1586374200,118.211,118.227,118.089,118.134,118.079814,11750,13148.9,-0.044931984,-0.052807037,0.007875054,NaN
1586376000,118.134,118.189,118.116,118.142,118.0804327,3404,12867.8,-0.043628122,-0.054984243,0.01135612,NaN
1586377800,118.142,118.182,118.1,118.137,118.0809956,2375,12528.4,-0.042508252,-0.054343898,0.011835646,NaN
1586379600,118.137,118.137,118.11,118.11,118.0812842,5,11885.05,-0.043300283,-0.052380861,0.009080578,NaN
1586381400,118.11,118.19,118.11,118.18,118.0822664,446,11332.65,-0.037843324,-0.048668222,0.010824898,NaN
1586383200,118.18,118.24,118.161,118.216,118.0835971,3405,10949.2,-0.03026487,-0.044424841,0.014159971,NaN
1586385000,118.216,118.247,118.188,118.21,118.0848549,2825,10514.15,-0.024461069,-0.040514218,0.016053148,NaN
1586386800,118.21,118.344,118.198,118.296,118.0869558,6003,9915.95,-0.012774774,-0.036093418,0.023318644,NaN
1586388600,118.296,118.352,118.278,118.298,118.0890557,6629,9172.65,-0.003313719,-0.031447378,0.028133658,NaN
1586390400,118.298,118.359,118.197,118.345,118.0916024,13133,9010.95,0.007885839,-0.025578731,0.033464569,NaN
1586392200,118.345,118.606,118.324,118.509,118.0957557,18396,8757.2,0.029653175,-0.017436364,0.04708954,NaN
1586394000,118.509,118.538,118.327,118.393,118.0987133,13297,8369.75,0.037115867,-0.00858924,0.045705107,NaN
1586395800,118.393,118.404,118.279,118.356,118.1012734,13009,8199.75,0.039588166,0.000620588,0.038967578,NaN
1586397600,118.356,118.388,118.274,118.286,118.1031115,7533,7971.05,0.035489959,0.00876873,0.026721229,NaN
1586399400,118.286,118.334,118.233,118.314,118.1052099,7927,7754.35,0.034108288,0.015921303,0.018186984,NaN
1586401200,118.314,118.368,118.265,118.354,118.1076854,5707,7554.95,0.035827966,0.022620085,0.013207881,NaN
1586403000,118.354,118.438,118.336,118.405,118.1106437,6517,7481.45,0.040835373,0.028576768,0.012258605,NaN
1586404800,118.405,118.418,118.319,118.366,118.1131846,5484,7199.2,0.041182084,0.033520746,0.007661337,NaN
1586406600,118.366,118.43,118.354,118.418,118.1162176,8292,7160.25,0.045132559,0.037659271,0.007473289,NaN
1586408400,118.418,118.427,118.328,118.348,118.1185239,4846,7049.15,0.042129285,0.039045505,0.00308378,NaN
1586410200,118.348,118.375,118.201,118.204,118.1193744,5825,6752.9,0.027809007,0.03801141,-0.010202403,0.03801141
1586412000,118.204,118.264,118.076,118.196,118.1201368,13544,7259.9,0.015634327,0.035349872,-0.019715545,NaN
1586413800,118.196,118.304,118.14,118.295,118.1218768,10592,7670.75,0.013815027,0.032941546,-0.019126519,NaN
1586415600,118.295,118.433,118.271,118.368,118.1243257,12676,8304.3,0.018055576,0.031157912,-0.013102336,NaN
1586417400,118.368,118.518,118.336,118.467,118.1277354,12975,8930.75,0.029069617,0.030406984,-0.001337367,NaN
1586419200,118.467,118.52,118.362,118.386,118.1303052,10517,9286.35,0.030906036,0.029303724,0.001602311,0.029303724
1586421000,118.386,118.427,118.32,118.353,118.1325211,9250,9607.6,0.029360141,0.027990175,0.001369966,NaN
1586422800,118.353,118.382,118.292,118.356,118.1347448,9345,9774.7,0.028053698,0.026092524,0.001961174,NaN
1586424600,118.356,118.467,118.33,118.445,118.1378319,9040,9895.25,0.033810146,0.025168175,0.008641971,NaN
1586426400,118.445,118.447,118.313,118.328,118.1397241,10203,9748.75,0.028601549,0.025256235,0.003345314,NaN
1586428200,118.328,118.338,118.137,118.185,118.1401746,10393,9348.6,0.012787389,0.024939909,-0.01215252,0.024939909
1586430000,118.185,118.272,118.147,118.148,118.1402525,8894,9128.45,-0.002699915,0.023104915,-0.02580483,NaN
1586431800,118.148,118.253,118.119,118.224,118.1410858,11373,9046.65,-0.008740396,0.020127585,-0.028867981,NaN
1586433600,118.224,118.393,118.206,118.305,118.1427168,11107,9225.35,-0.006911822,0.016129647,-0.02304147,NaN
1586435400,118.305,118.726,118.281,118.667,118.1479335,25889,10123.45,0.023477081,0.015304208,0.008172873,0.015304208
1586437200,118.667,118.999,118.546,118.986,118.1562725,31597,11417.95,0.072465799,0.020093725,0.052372073,NaN
1586439000,118.986,118.999,118.661,118.751,118.1621902,30632,12623.7,0.091275013,0.027118316,0.064156697,NaN
1586440800,118.751,118.803,118.565,118.68,118.1673425,29385,13818.75,0.099307588,0.03439581,0.064911779,NaN
1586442600,118.68,118.734,118.578,118.69,118.1725431,28609,14834.6,0.105266927,0.042914185,0.062352742,NaN
1586444400,118.69,118.719,118.507,118.52,118.1760004,25543,15869.45,0.095175048,0.052068369,0.043106679,NaN
1586446200,118.52,118.586,118.446,118.455,118.1787765,16148,16385.6,0.080998504,0.061368194,0.01963031,NaN
1586448000,118.455,118.553,118.384,118.419,118.1811668,14446,16430.7,0.06609667,0.069683423,-0.003586753,0.069683423
1586449800,118.419,118.544,118.417,118.517,118.1845084,12123,16507.25,0.06148587,0.077283167,-0.015797297,NaN
1586451600,118.517,118.521,118.381,118.497,118.1876178,13064,16526.65,0.055577284,0.080849856,-0.025272572,NaN
1586453400,118.497,118.564,118.452,118.544,118.1911639,16391,16697.45,0.054063978,0.078805209,-0.024741231,NaN
1586455200,118.544,118.568,118.44,118.534,118.1945752,17185,17030.85,0.051464506,0.074381819,-0.022917314,NaN
1586457000,118.534,118.568,118.43,118.478,118.1973953,17415,17439.1,0.044374155,0.068278105,-0.023903949,NaN
1586458800,118.478,118.502,118.406,118.447,118.1998789,15375,17740.6,0.035840415,0.060564048,-0.024723633,NaN
1586460600,118.447,118.551,118.41,118.54,118.2032632,16625,18119.85,0.036164801,0.054007354,-0.017842553,NaN
1586462400,118.54,118.601,118.519,118.566,118.2068725,5145,17866.95,0.038080889,0.04923873,-0.01115784,NaN
1586464200,118.566,118.618,118.512,118.523,118.2100181,5049,17599.75,0.035717929,0.045863314,-0.010145385,NaN
1586469600,118.523,118.523,118.458,118.471,118.2126149,1084,17209.25,0.029311416,0.042288375,-0.012976959,NaN
1586471400,118.471,118.573,118.471,118.529,118.215763,814,16681.3,0.028584816,0.039289212,-0.010704396,NaN
1586473200,118.529,118.657,118.529,118.605,118.219636,8230,16537.45,0.033752468,0.037032377,-0.003279909,NaN
1586475000,118.605,118.659,118.528,118.543,118.2228536,10200,15753,0.032470685,0.034921953,-0.002451268,NaN
1586476800,118.543,118.576,118.39,118.478,118.2253924,11218,14734.05,0.025911218,0.032870515,-0.006959297,NaN
1586478600,118.478,118.577,118.45,118.567,118.2287914,11871,13796,0.027576465,0.031952299,-0.004375834,NaN
1586480400,118.567,118.582,118.507,118.511,118.2315995,9410,12797.25,0.024099647,0.030611726,-0.006512078,NaN
1586482200,118.511,118.605,118.507,118.556,118.2348274,4340,11583.8,0.024690749,0.029123933,-0.004433184,NaN
1586484000,118.556,118.612,118.534,118.562,118.2380828,5806,10596.95,0.025351119,0.027972065,-0.002620946,NaN
1586485800,118.562,118.637,118.52,118.61,118.2417835,6463,10112.7,0.029408661,0.02798287,0.001425791,0.02798287
1586487600,118.61,118.636,118.571,118.58,118.2451488,4355,9608.15,0.029859343,0.028124484,0.001734859,NaN
1586489400,118.58,118.635,118.553,118.585,118.2485304,11430,9573.5,0.030271025,0.027737657,0.002533368,NaN
1586491200,118.585,118.585,118.493,118.53,118.2513311,10029,9421.75,0.025861134,0.027003262,-0.001142128,0.027003262
1586493000,118.53,118.619,118.503,118.577,118.2545716,6012,8902.8,0.025860665,0.026997645,-0.00113698,NaN
1586494800,118.577,118.581,118.459,118.469,118.2567052,5965,8341.8,0.016950205,0.02581695,-0.008866745,NaN
1586496600,118.469,118.599,118.461,118.592,118.2600415,5940,7768.05,0.019587876,0.025315642,-0.005727766,NaN
1586498400,118.592,118.624,118.573,118.6,118.2634242,2720,7135.3,0.022069381,0.025024379,-0.002954998,NaN
1586500200,118.6,118.667,118.573,118.625,118.2670219,6326,6620.35,0.025756379,0.025069408,0.000686971,0.025069408
1586502000,118.625,118.678,118.605,118.663,118.270962,3841,6555.15,0.031382871,0.025288764,0.006094107,NaN
1586503800,118.663,118.687,118.524,118.557,118.2738082,2964,6450.9,0.026977612,0.024968572,0.00200904,NaN
1586505600,118.557,118.65,118.531,118.618,118.2772329,6629,6728.15,0.028084857,0.024725665,0.003359193,NaN
1586507400,118.618,118.635,118.586,118.586,118.2803053,2026,6788.75,0.026079596,0.024749938,0.001329658,NaN
1586509200,118.586,118.65,118.573,118.62,118.2836853,2536,6504.05,0.026923569,0.024868038,0.002055531,NaN
1586511000,118.62,118.672,118.598,118.666,118.2874894,2469,6117.5,0.030947496,0.026423293,0.004524203,NaN
1586512800,118.666,118.685,118.618,118.627,118.2908676,3043,5708.75,0.030636356,0.027650902,0.002985454,NaN
1586514600,118.627,118.647,118.59,118.611,118.294053,2878,5259.1,0.0287671,0.028395093,0.000372007,NaN
1586516400,118.611,118.633,118.577,118.592,118.2970177,2648,4921,0.025459084,0.02836206,-0.002902976,0.02836206
1586518200,118.592,118.653,118.572,118.593,118.2999628,7872,5097.6,0.022656973,0.027392516,-0.004735543,NaN
1586520000,118.593,118.666,118.592,118.624,118.303187,5545,5084.55,0.022676322,0.026914595,-0.004238272,NaN
1586521800,118.624,118.699,118.615,118.674,118.3068767,2944,4908.6,0.026421667,0.026729796,-0.000308129,NaN
1586523600,118.674,118.692,118.648,118.673,118.3105197,2903,4836,0.028975179,0.027051527,0.001923652,0.027051527
1586525400,118.673,118.718,118.632,118.683,118.314226,7724,4650.7,0.031443314,0.027553721,0.003889593,NaN
1586527200,118.683,118.702,118.65,118.679,118.3178556,2408,4269.65,0.032699621,0.027748402,0.004951219,NaN
1586529000,118.679,118.723,118.678,118.706,118.3217177,1759,4057,0.035465108,0.02828493,0.007180178,NaN
1586530800,118.706,118.738,118.611,118.623,118.3247156,9566,4237.05,0.030606557,0.028489314,0.002117243,NaN
1586532600,118.623,118.683,118.616,118.66,118.3280517,12519,4566,0.029402774,0.028927502,0.000475272,NaN
1586534400,118.66,118.711,118.625,118.644,118.3311955,6086,4734.3,0.026848212,0.029393195,-0.002544983,0.029393195
1586536200,118.644,118.669,118.611,118.618,118.3340493,4736,4654.8,0.022466737,0.029369908,-0.00690317,NaN
1586538000,118.618,118.643,118.543,118.571,118.336407,3911,4658.3,0.015028639,0.028104016,-0.013075377,NaN
1586539800,118.571,118.587,118.481,118.495,118.337985,12182,5119.2,0.002967125,0.025214232,-0.022247107,NaN
1586541600,118.495,118.6,118.489,118.557,118.3401643,14537,5514.6,-0.001570724,0.021546006,-0.023116729,NaN
1586543400,118.557,118.58,118.462,118.47,118.3414562,25045,6665.55,-0.012048289,0.016574015,-0.028622305,NaN
1586545200,118.47,118.548,118.455,118.514,118.343173,7705,6924,-0.016609934,0.0107879,-0.027397834,NaN
1586547000,118.514,118.563,118.483,118.511,118.344843,5203,7060.7,-0.020233902,0.00513896,-0.025372862,NaN
1586548800,118.511,118.568,118.499,118.525,118.3466356,1633,6990.2,-0.021725798,-0.000541993,-0.021183805,NaN
1586725200,118.685,118.685,118.588,118.588,118.3490372,24,6847.5,-0.017621434,-0.005483064,-0.012138369,NaN
1586727000,118.588,118.666,118.588,118.666,118.3521911,54,6717.8,-0.007982728,-0.008866338,0.000883611,-0.008866338
1586728800,118.666,118.709,118.374,118.467,118.3533334,9483,6798.35,-0.016214707,-0.012337821,-0.003876886,-0.012337821
1586730600,118.467,118.526,118.442,118.475,118.354544,5747,6808.45,-0.021841305,-0.015094313,-0.006746991,NaN
1586732400,118.475,118.528,118.398,118.402,118.3550162,10560,7189.25,-0.031824065,-0.018455796,-0.013368269,NaN
1586734200,118.402,118.458,118.384,118.439,118.3558519,13860,7737.1,-0.036331082,-0.021153884,-0.015177198,NaN
1586736000,118.439,118.473,118.352,118.423,118.35652,13991,8050.45,-0.040724545,-0.023833285,-0.01689126,NaN
1586737800,118.423,118.432,118.267,118.283,118.3557885,12264,8543.25,-0.05487071,-0.027681819,-0.027188891,NaN
1586739600,118.283,118.302,118.082,118.093,118.3531737,15374,9224,-0.080485276,-0.03421065,-0.046274626,NaN
1586741400,118.093,118.202,118.032,118.185,118.3515003,8906,9191,-0.092297425,-0.042507982,-0.049789443,NaN
1586743200,118.185,118.225,118.113,118.177,118.349764,7107,8920.4,-0.101138312,-0.052858603,-0.048279709,NaN
1586745000,118.177,118.192,118.121,118.139,118.3476668,7393,8985.75,-0.109943699,-0.063272935,-0.046670764,NaN
1586746800,118.139,118.185,118.102,118.185,118.3460483,5180,9007.95,-0.111920071,-0.073281687,-0.038638384,NaN
1586748600,118.185,118.188,118.13,118.145,118.3440478,4108,9017.8,-0.115383951,-0.082566119,-0.032817832,NaN
1586750400,118.145,118.171,118.103,118.127,118.3418881,5050,8661.2,-0.118218798,-0.091664754,-0.026554044,NaN
1586752200,118.127,118.127,117.952,117.998,118.3384663,7556,8312.15,-0.129383208,-0.101515717,-0.027867491,NaN
1586754000,117.998,118.055,117.982,118.021,118.3353075,5032,7311.5,-0.134821042,-0.110399087,-0.024421955,NaN
1586755800,118.021,118.056,117.983,118.022,118.33219,5236,7188.05,-0.137465259,-0.116730196,-0.020735063,NaN
1586757600,118.022,118.09,117.993,118.075,118.3296309,9198,7387.8,-0.133742463,-0.121335201,-0.012407263,NaN
1586759400,118.075,118.249,118.042,118.242,118.3287589,12712,7941.75,-0.115979675,-0.122984241,0.007004566,-0.122984241
1586761200,118.242,118.25,118.147,118.169,118.3271693,10117,8446.4,-0.106564617,-0.122608787,0.016044171,NaN
1586763000,118.169,118.21,118.058,118.102,118.3249288,10641,8975.75,-0.103318464,-0.121653053,0.018334589,NaN
1586764800,118.102,118.141,118.023,118.058,118.3222728,12156,9109.4,-0.103107735,-0.120289029,0.017181294,NaN
1586766600,118.058,118.073,118.009,118.012,118.3191855,8772,9260.65,-0.105437133,-0.118868844,0.013431711,NaN
1586768400,118.012,118.119,118.006,118.095,118.3169548,4625,8963.9,-0.099439515,-0.115541767,0.016102252,NaN
1586770200,118.095,118.108,118.046,118.082,118.3146169,3694,8455.6,-0.094644349,-0.11107769,0.016433341,NaN
1586772000,118.082,118.087,117.84,117.883,118.3103222,12430,8377.55,-0.105683529,-0.107546387,0.001862858,NaN
1586773800,117.883,117.92,117.871,117.894,118.3061797,6966,8112.65,-0.112250595,-0.105158401,-0.007092194,-0.105158401
1586775600,117.894,117.937,117.877,117.893,118.3020685,7120,7699.95,-0.116196295,-0.10518247,-0.011013825,NaN
1586777400,117.893,117.932,117.846,117.894,118.2980081,8040,7656.65,-0.11788371,-0.106440147,-0.011443562,NaN
1586779200,117.894,117.949,117.845,117.86,118.2936498,12283,7915.45,-0.120574605,-0.108357496,-0.012217108,NaN
1586781000,117.86,117.934,117.81,117.852,118.2892553,10591,8075.35,-0.121946963,-0.110450744,-0.011496219,NaN
1586782800,117.852,117.856,117.708,117.712,118.2835115,11920,8412.35,-0.132800554,-0.113491124,-0.01930943,NaN
1586784600,117.712,117.753,117.613,117.653,118.2772377,17661,9090,-0.144497236,-0.118497537,-0.025999699,NaN
1586786400,117.653,117.668,117.559,117.56,118.270101,15435,9609.25,-0.159433415,-0.125696322,-0.033737092,NaN
