time,open,high,low,close,200 EMA,MACD,Signal Line,Histogram,Cross,Close Above 200 EMA,Close Below 200 EMA,MACD under zero,MACD over zero,Close Up Relative to Yesterday,Close Down Relative to Yesterday
864594000,134.62895,135.34799,133.08961,133.9433,141.0515472,-2.483845,-2.422402798,-0.061442202,0,0,1,,,,
864680400,133.9433,134.76344,132.21953,133.20544,140.9734765,-2.424784617,-2.515086754,0.090302137,1,0,1,,,,
864766800,133.20544,134.678,131.2136,132.51152,140.8892779,-2.406234805,-2.562091182,0.155856377,0,0,1,,,,
864853200,132.51152,133.86868,131.2577,133.52147,140.8159664,-2.283714185,-2.567535346,0.283821161,0,0,1,,,,
864939600,133.52147,134.14451,131.59901,131.59901,140.7242554,-2.315055647,-2.548782334,0.233726688,0,0,1,,,,
865198800,131.59901,132.78924,130.25024,131.38101,140.6312878,-2.330618835,-2.501853765,0.17123493,0,0,1,,,,
865285200,131.38101,132.33194,130.16504,131.091,140.5363596,-2.339387159,-2.439789408,0.10040225,0,0,1,,,,
865371600,131.091,131.78415,130.14531,131.31538,140.4446085,-2.301697986,-2.387062741,0.085364755,0,0,1,,,,
865458000,131.31538,131.60444,129.91707,130.2386,140.3430562,-2.331836235,-2.35746383,0.025627595,0,0,1,,,,
865544400,130.2386,131.17161,127.8008,129.05759,140.230763,-2.423086815,-2.35071292,-0.072373895,1,0,1,,,,
865803600,129.05759,130.35889,126.50464,128.65028,140.1155343,-2.499457876,-2.359009949,-0.140447927,0,0,1,,,,
865890000,128.65028,129.31859,126.13205,126.99727,139.9850043,-2.662672948,-2.387503076,-0.275169871,0,0,1,,,,
865976400,126.99727,128.0135,125.02017,125.87726,139.8446288,-2.84954968,-2.450373687,-0.399175993,0,0,1,,,,
866062800,125.87726,131.02968,125.18813,128.65805,139.7333195,-2.741660171,-2.497774189,-0.243885982,0,0,1,,,,
866149200,128.65805,129.91694,127.65779,128.86613,139.6251883,-2.609288389,-2.528737473,-0.080550916,0,0,1,,,,
866408400,128.86613,129.74556,126.8861,127.80254,139.50755,-2.56068761,-2.553326412,-0.007361198,0,0,1,,,,
866494800,127.80254,128.70749,126.55004,128.00628,139.3931095,-2.477175687,-2.572823935,0.095648247,1,0,1,,,,
866581200,128.00628,129.01501,127.02388,128.04956,139.2802383,-2.380063661,-2.578182538,0.198118877,0,0,1,,,,
866667600,128.04956,129.8558,127.13573,129.58296,139.183748,-2.154532999,-2.548343225,0.393810225,0,0,1,,,,
866754000,129.58296,130.6165,128.60263,130.47461,139.0970899,-1.882153331,-2.479753831,0.5976005,0,0,1,,,,
867013200,130.47461,132.07144,129.44024,130.83822,139.0149121,-1.618295489,-2.363711891,0.745416402,0,0,1,,,,
867099600,130.83822,131.23791,129.059,130.50438,138.9302302,-1.419758258,-2.204846177,0.78508792,0,0,1,,,,
867186000,130.50438,130.9058,128.36848,129.26504,138.8340592,-1.346894293,-2.049872191,0.702977898,0,0,1,,,,
867272400,129.26504,130.23306,127.93834,128.5496,138.7317262,-1.331530055,-1.907899042,0.576368988,0,0,1,,,,
867358800,128.5496,130.58539,127.3281,129.167,138.6365548,-1.255067132,-1.7628301,0.507762968,0,0,1,,,,
867618000,129.167,129.56465,128.1453,129.0158,138.5408259,-1.192919064,-1.62013492,0.427215856,0,0,1,,,,
867704400,129.0158,130.11577,128.57269,129.30725,138.4489495,-1.107383465,-1.478726009,0.371342545,0,0,1,,,,
867790800,129.30725,129.64012,127.40485,128.50244,138.3499793,-1.091950008,-1.360661233,0.268711225,0,0,1,,,,
867877200,128.50244,129.17569,126.82796,127.66475,138.2436586,-1.134238666,-1.277559603,0.143320937,0,0,1,,,,
867963600,127.66475,128.8817,126.44723,128.441,138.1461197,-1.092521933,-1.219140319,0.126618386,0,0,1,,,,
868222800,128.441,128.89764,125.55161,126.22478,138.0274994,-1.224179968,-1.197409398,-0.02677057,1,0,1,,,,
868309200,126.22478,127.93748,125.37162,126.29015,137.9107099,-1.308165381,-1.193106186,-0.115059195,0,0,1,,,,
868395600,126.29015,127.07695,125.18058,126.06635,137.7928555,-1.376911042,-1.198148518,-0.178762525,0,0,1,,,,
868482000,126.06635,127.51882,125.12415,126.8422,137.6838938,-1.353189141,-1.209050963,-0.144138178,0,0,1,,,,
868568400,126.8422,128.4289,124.8539,126.4338,137.5719526,-1.351761564,-1.22670013,-0.125061434,0,0,1,,,,
868827600,126.4338,126.7508,124.30288,125.15066,137.4483576,-1.437597149,-1.263390539,-0.174206609,0,0,1,,,,
868914000,125.15066,128.52844,124.29821,127.24527,137.3468344,-1.321372981,-1.288881981,-0.032491,0,0,1,,,,
869000400,127.24527,128.66316,126.1331,126.99037,137.243785,-1.235589682,-1.300143204,0.064553523,1,0,1,,,,
869086800,126.99037,128.52765,126.17402,127.10271,137.1428787,-1.145338154,-1.306011674,0.160673519,0,0,1,,,,
869173200,127.10271,128.42361,125.89,127.523,137.0471586,-1.028048574,-1.284219296,0.256170722,0,0,1,,,,
869432400,127.523,128.351,126.48188,127.6049,136.9532057,-0.917906042,-1.240857148,0.322951106,0,0,1,,,,
869518800,127.6049,128.161,124.38021,125.09845,136.835248,-1.021096297,-1.201322176,0.180225879,0,0,1,,,,
869605200,125.09845,126.24577,124.2542,125.53608,136.7228184,-1.055396283,-1.168234081,0.112837798,0,0,1,,,,
869691600,125.53608,126.17162,124.23961,125.38413,136.6099957,-1.08236355,-1.138300968,0.055937418,0,0,1,,,,
869778000,125.38413,126.56367,124.61509,125.73695,136.5018062,-1.063011939,-1.096680389,0.033668451,0,0,1,,,,
870037200,125.73695,126.81245,124.66861,126.30226,136.4003181,-0.990640369,-1.059932321,0.069291952,0,0,1,,,,
870123600,126.30226,127.77117,125.34814,126.96311,136.3064156,-0.869932269,-1.01930372,0.149371451,0,0,1,,,,
870210000,126.96311,127.90604,125.87362,126.99002,136.2137151,-0.763299971,-0.976855033,0.213555062,0,0,1,,,,
870296400,126.99002,128.0235,125.54682,126.93903,136.1214297,-0.675125151,-0.937641319,0.262516168,0,0,1,,,,
870382800,126.93903,127.64207,124.5845,125.4369,136.015116,-0.718176615,-0.91544916,0.197272545,0,0,1,,,,
870642000,125.4369,125.90336,124.32818,125.18519,135.9073555,-0.763801476,-0.886860847,0.123059371,0,0,1,,,,
870728400,125.18519,126.66124,123.48371,125.35809,135.8023877,-0.777050567,-0.855933545,0.078882979,0,0,1,,,,
870814800,125.35809,125.68958,123.20862,124.1524,135.6864674,-0.87475603,-0.832866043,-0.041889987,1,0,1,,,,
870901200,124.1524,125.21948,122.79665,124.7915,135.5780598,-0.890354829,-0.81368192,-0.076672909,0,0,1,,,,
870987600,124.7915,126.80274,119.6536,121.83387,135.4413017,-1.128365912,-0.828984758,-0.299381155,0,0,1,,,,
871246800,121.83387,123.92375,121.06994,122.60838,135.3136109,-1.240198688,-0.870125471,-0.370073217,0,0,1,,,,
871333200,122.60838,123.60488,121.41305,122.76971,135.188796,-1.300814012,-0.929849253,-0.370964758,0,0,1,,,,
871419600,122.76971,125.28375,121.64097,123.60328,135.0735172,-1.266984946,-0.995611453,-0.271373493,0,0,1,,,,
871506000,123.60328,126.69687,122.58427,125.78109,134.9810552,-1.052313684,-1.032737794,-0.019575891,0,0,1,,,,
871592400,125.78109,128.4444,124.1715,126.488,134.8965472,-0.81574009,-1.038508751,0.222768661,1,0,1,,,,
871851600,126.488,128.4353,125.06387,126.66451,134.8146364,-0.607013654,-1.019615761,0.412602106,0,0,1,,,,
871938000,126.66451,127.18334,125.6447,126.38591,134.7307685,-0.458788514,-0.973397148,0.514608634,0,0,1,,,,
872024400,126.38591,126.72793,124.35532,124.8388,134.6323409,-0.460845529,-0.925673892,0.464828363,0,0,1,,,,
872110800,124.8388,126.48015,123.70602,125.53987,134.5418686,-0.401279537,-0.844886517,0.44360698,0,0,1,,,,
872197200,125.53987,128.70093,124.0614,127.64467,134.4732398,-0.182133766,-0.727323748,0.545189982,0,0,1,,,,
872456400,127.64467,128.71472,126.8176,128.24261,134.4112434,0.039336155,-0.578418174,0.617754329,0,0,1,,,,
872542800,128.24261,130.15362,126.45452,128.6546,134.3539634,0.245269499,-0.410389902,0.655659401,0,0,1,,,,
872629200,128.6546,130.4158,127.6634,129.211,134.3027896,0.448203378,-0.243665784,0.691869162,0,0,1,,,,
872715600,129.211,130.98344,127.40547,129.99248,134.259901,0.664429712,-0.079202473,0.743632185,0,0,1,,,,
872802000,129.99248,133.00897,128.6714,131.36816,134.2311274,0.936006814,0.092244246,0.843762568,0,0,1,,,,
873061200,131.36816,131.86468,130.04918,131.10536,134.2000253,1.11715005,0.267348531,0.84980152,0,0,1,,,,
873147600,131.10536,132.0814,128.61838,130.10324,134.1592612,1.166399138,0.448153494,0.718245644,0,0,1,,,,
873234000,130.10324,131.58888,128.59656,130.1312,134.119181,1.193922735,0.625398191,0.568524544,0,0,1,,,,
873320400,130.1312,131.56827,128.93194,130.69002,134.08506,1.246459083,0.784130729,0.462328354,0,0,1,,,,
873406800,130.69002,132.86993,129.95186,131.7641,134.0619659,1.359096973,0.93077082,0.428326153,0,0,1,,,,
873666000,131.7641,132.43413,130.52518,131.18185,134.033308,1.385410455,1.057453149,0.327957306,0,0,1,,,,
873752400,131.18185,131.86075,127.45941,128.44963,133.977749,1.172283405,1.137906485,0.03437692,0,0,1,,,,
873838800,128.44963,130.76658,128.13458,129.83,133.9364779,1.102059153,1.186531979,-0.084472825,1,0,1,,,,
873925200,129.83,132.20555,129.10394,131.59683,133.9131978,1.175424778,1.213133974,-0.037709197,0,0,1,,,,
874011600,131.59683,134.8711,130.7689,133.30855,133.9071814,1.356057278,1.239679222,0.116378056,1,0,1,,,,
874270800,133.30855,134.9139,131.96585,133.2443,133.9005856,1.476999467,1.27419037,0.202809098,0,0,1,,,,
874357200,133.2443,134.89152,132.06494,134.06347,133.9022063,1.620269736,1.321562259,0.298707477,0,1,0,,,,
874443600,134.06347,134.55696,132.11682,133.3926,133.8971356,1.660537214,1.36757094,0.292966274,0,0,1,,,,
874530000,133.3926,135.9719,132.6113,134.45102,133.9026469,1.757594672,1.411848462,0.34574621,0,1,0,,,,
874616400,134.45102,135.94346,133.0999,134.68638,133.9104453,1.832382427,1.461512014,0.370870413,0,1,0,,,,
874875600,134.68638,136.27656,132.58558,133.43803,133.9057446,1.770511496,1.527981802,0.242529694,0,0,1,,,,
874962000,133.43803,134.3699,131.98814,133.53496,133.9020552,1.709592658,1.595485525,0.114107133,0,0,1,,,,
875048400,133.53496,135.7958,130.42772,133.20235,133.895093,1.615848695,1.644421516,-0.028572821,1,0,1,,,,
875134800,133.20235,135.44504,132.0899,135.03558,133.9064411,1.670228909,1.679329475,-0.009100566,0,1,0,,,,
875221200,135.03558,135.95099,133.2163,134.47532,133.9121016,1.649107438,1.698452583,-0.049345145,0,1,0,,,,
875480400,134.47532,135.73138,133.8673,134.41022,133.917058,1.608572866,1.697152931,-0.088580064,0,1,0,,,,
875566800,134.41022,135.36806,132.60853,133.83282,133.9162198,1.512423298,1.680695829,-0.168272531,0,0,1,,,,
875653200,133.83282,135.45698,132.44234,133.33096,133.9103963,1.37982243,1.638721135,-0.258898705,0,0,1,,,,
875739600,133.33096,135.27124,132.80726,134.49509,133.9162142,1.353073461,1.585464583,-0.232391123,0,1,0,,,,
875826000,134.49509,136.63388,133.85957,135.7957,133.9349155,1.420449015,1.546568752,-0.126119737,0,1,0,,,,
876085200,135.7957,136.41614,134.81676,135.64957,133.9519768,1.445391583,1.517213077,-0.071821494,0,1,0,,,,
876171600,135.64957,137.6804,135.16626,136.41356,133.9764701,1.509406853,1.505386206,0.004020647,1,1,0,,,,
876258000,136.41356,137.39474,134.1401,135.67477,133.9933686,1.483425235,1.484630242,-0.001205007,1,1,0,,,,
876344400,135.67477,136.94404,134.55987,135.93452,134.0126836,1.466884932,1.464383297,0.002501635,1,1,0,,,,
876430800,135.93452,136.587,133.20166,134.37723,134.0163109,1.312981107,1.431539768,-0.118558661,1,1,0,,,,
876690000,134.37723,136.17325,133.73295,135.5776,134.0318461,1.27319445,1.404958785,-0.131764335,0,1,0,,,,
876776400,135.5776,136.76994,134.77823,136.02756,134.051704,1.263407475,1.39202379,-0.128616315,0,1,0,,,,
876862800,136.02756,136.51625,134.80978,135.78422,134.0689429,1.221930073,1.377452302,-0.15552223,0,1,0,,,,
876949200,135.78422,136.46054,133.71512,134.63248,134.0745503,1.083631708,1.340028157,-0.256396449,0,1,0,,,,
877035600,134.63248,135.9026,132.38724,134.00777,134.0738858,0.913094794,1.28088407,-0.367789276,0,0,1,,,,
877294800,134.00777,135.1474,133.36934,134.77925,134.0809043,0.830620176,1.205463328,-0.374843151,0,1,0,,,,
877381200,134.77925,134.938,132.154,133.24814,134.0726181,0.634397725,1.111126938,-0.476729213,0,0,1,,,,
877467600,133.24814,134.22818,132.517,133.52087,134.0671281,0.495188822,1.003160703,-0.507971882,0,0,1,,,,
877554000,133.52087,136.2575,132.85448,135.66661,134.0830433,0.551648982,0.918568245,-0.366919263,0,1,0,,,,
877640400,135.66661,136.35457,133.23816,135.60525,134.0981897,0.584702738,0.842069166,-0.257366428,0,1,0,,,,
877903200,135.60525,137.37936,134.91453,137.00412,134.1271044,0.715527045,0.781193562,-0.065666518,0,1,0,,,,
877989600,137.00412,140.433,133.40732,136.50976,134.1508124,0.770434442,0.731027381,0.03940706,1,1,0,,,,
878076000,136.50976,138.05124,134.88685,137.70222,134.1861498,0.899798192,0.710601435,0.189196757,0,1,0,,,,
878162400,137.70222,138.91598,136.19841,137.735,134.2214617,0.993512376,0.719536722,0.273975654,0,1,0,,,,
878248800,137.735,138.3691,136.03192,137.267,134.2517656,1.018279758,0.740387786,0.277891971,0,1,0,,,,
878508000,137.267,138.5438,135.48944,138.21277,134.2911786,1.101526114,0.792290941,0.309235173,0,1,0,,,,
878594400,138.21277,140.36697,137.81914,139.28023,134.3408209,1.239348118,0.874975307,0.364372811,0,1,0,,,,
878680800,139.28023,142.10194,138.69565,141.28471,134.4099143,1.493106234,0.979581668,0.513524566,0,1,0,,,,
878767200,141.28471,141.9325,139.87308,141.2494,134.4779689,1.672087365,1.100402183,0.571685183,0,1,0,,,,
878853600,141.2494,144.24035,140.74068,143.08912,134.563652,1.940017911,1.236456723,0.703561188,0,1,0,,,,
879112800,143.08912,144.11975,141.70476,143.91865,134.6567365,2.193999872,1.39463066,0.799369212,0,1,0,,,,
879199200,143.91865,145.74653,143.11603,144.07136,134.7504144,2.380167735,1.559116165,0.82105157,0,1,0,,,,
879285600,144.07136,146.73094,142.4713,145.66876,134.8590546,2.626329249,1.740540262,0.885788987,0,1,0,,,,
879372000,145.66876,145.90484,142.78946,144.08458,134.9508509,2.662887822,1.923274491,0.739613331,0,1,0,,,,
879458400,144.08458,145.95376,142.68329,143.72722,135.038178,2.632676929,2.09340236,0.539274569,0,1,0,,,,
879717600,143.72722,145.00839,141.08159,143.74203,135.1247835,2.580186834,2.242384439,0.337802395,0,1,0,,,,
879804000,143.74203,144.80597,143.08774,144.62019,135.2192651,2.579710927,2.363118294,0.216592633,0,1,0,,,,
879890400,144.62019,146.14772,143.147,145.17961,135.318373,2.594565746,2.465615892,0.128949855,0,1,0,,,,
879976800,145.17961,146.05333,143.18037,143.26607,135.3974546,2.423989372,2.519390498,-0.095401127,1,1,0,,,,
880063200,143.26607,144.40455,141.2776,144.2666,135.4857048,2.342537461,2.535894675,-0.193357214,0,1,0,,,,
880322400,144.2666,145.75297,143.89837,144.74686,135.5778556,2.290337617,2.525913551,-0.235575933,0,1,0,,,,
880408800,144.74686,146.059,142.91945,144.15278,135.6631782,2.175948593,2.475871256,-0.299922663,0,1,0,,,,
880495200,144.15278,145.05826,142.21618,143.00828,135.7362638,1.970231282,2.398909418,-0.428678136,0,1,0,,,,
880581600,143.00828,143.21077,141.45283,142.32934,135.8018666,1.732443517,2.298883483,-0.566439966,0,1,0,,,,
880668000,142.32934,143.87292,141.6057,143.20526,135.8755322,1.596273576,2.189559788,-0.593286212,0,1,0,,,,
880927200,143.20526,145.26321,142.04419,143.40854,135.9504875,1.487612641,2.068215534,-0.580602893,0,1,0,,,,
881013600,143.40854,144.95457,142.63808,143.47034,136.0253119,1.390456493,1.934425617,-0.543969124,0,1,0,,,,
881100000,143.47034,144.68786,142.7951,144.27035,136.1073521,1.362309808,1.816461221,-0.454151413,0,1,0,,,,
881186400,144.27035,145.42949,143.4,144.57606,136.1916178,1.349119786,1.706081479,-0.356961693,0,1,0,,,,
881272800,144.57606,146.1151,142.88376,143.9836,136.26915,1.276149373,1.593393897,-0.317244524,0,1,0,,,,
881532000,143.9836,145.44556,143.14033,144.41916,136.3502446,1.239181335,1.489308646,-0.250127311,0,1,0,,,,
881618400,144.41916,144.82028,142.42535,143.1998,136.4183994,1.098825165,1.392485744,-0.293660579,0,1,0,,,,
881704800,143.1998,144.17402,141.27838,143.20144,136.4858923,0.976468107,1.308488476,-0.332020369,0,1,0,,,,
881791200,143.20144,146.21794,142.31586,145.54314,136.5760142,1.056278752,1.248489051,-0.192210299,0,1,0,,,,
881877600,145.54314,146.57583,144.00583,144.73137,136.657162,1.042014514,1.198978148,-0.156963634,0,1,0,,,,
882136800,144.73137,146.7004,144.4843,145.25847,136.7427472,1.061011883,1.162373192,-0.101361308,0,1,0,,,,
882223200,145.25847,145.95389,143.9856,145.17949,136.8266948,1.05750416,1.128505897,-0.071001738,0,1,0,,,,
882309600,145.17949,147.45613,139.21625,141.16826,136.8698945,0.722720454,1.058905971,-0.336185517,0,1,0,,,,
882396000,141.16826,144.34775,140.52917,143.18999,136.932781,0.613467004,0.985274597,-0.371807593,0,1,0,,,,
882482400,143.18999,145.26839,142.313,143.86879,137.001796,0.575027783,0.911479758,-0.336451975,0,1,0,,,,
882741600,143.86879,145.45926,142.92097,144.36037,137.0750157,0.57757292,0.853562842,-0.275989922,0,1,0,,,,
882828000,144.36037,145.63382,142.72175,144.09634,137.1448796,0.551922723,0.806391133,-0.25446841,0,1,0,,,,
882914400,144.09634,145.4816,143.87623,144.63035,137.2193619,0.568135785,0.752153025,-0.18401724,0,1,0,,,,
883000800,144.63035,145.2063,144.63035,145.184,137.298612,0.618529657,0.705099152,-0.086569495,0,1,0,,,,
883087200,145.184,145.58375,144.67686,145.2026,137.3772587,0.652447025,0.659703057,-0.007256031,0,1,0,,,,
883346400,145.2026,145.44443,142.7345,143.37857,137.4369732,0.526078502,0.600655761,-0.07457726,0,1,0,,,,
883432800,143.37857,144.19775,142.00555,143.65123,137.4988066,0.442827282,0.56955652,-0.126729238,0,1,0,,,,
883519200,143.65123,144.47671,142.41762,143.15909,137.5551278,0.333296471,0.538426461,-0.20512999,0,1,0,,,,
883692000,143.15909,145.44668,142.6059,144.97023,137.62891,0.388161888,0.517663584,-0.129501696,0,1,0,,,,
883951200,144.97023,147.35876,142.34308,144.52475,137.6975253,0.39118725,0.496954065,-0.105766815,0,1,0,,,,
884037600,144.52475,146.06225,143.0077,144.43066,137.7645216,0.381593818,0.478028631,-0.096434813,0,1,0,,,,
884124000,144.43066,146.0366,140.85644,143.02373,137.8168521,0.257495217,0.443513012,-0.186017795,0,1,0,,,,
884210400,143.02373,145.34894,141.40524,143.80244,137.8764102,0.219451866,0.399171035,-0.179719169,0,1,0,,,,
884296800,143.80244,144.9116,141.04458,142.90838,137.9264795,0.11582392,0.339546246,-0.223722326,0,1,0,,,,
884556000,142.90838,145.03676,142.247,143.89404,137.9858582,0.111942152,0.293531096,-0.181588944,0,1,0,,,,
884642400,143.89404,144.9265,142.03041,142.67198,138.0324863,0.010138918,0.245454611,-0.235315693,0,1,0,,,,
884728800,142.67198,143.08652,140.62443,142.07901,138.0727502,-0.117039443,0.195417287,-0.312456731,0,1,0,,,,
884815200,142.07901,142.41913,139.33148,140.01124,138.0920387,-0.38029714,0.110032951,-0.490330091,0,1,0,,,,
884901600,140.01124,141.12176,137.9054,139.08468,138.1019157,-0.656132918,-0.006335957,-0.649796962,0,1,0,,,,
885160800,139.08468,139.94218,136.2862,139.1529,138.1123733,-0.859324221,-0.144215739,-0.715108482,0,1,0,,,,
885247200,139.1529,139.8815,137.6022,138.05104,138.111763,-1.096624481,-0.294673483,-0.801950998,0,0,1,,,,
885333600,138.05104,139.93194,136.01375,137.7425,138.1080887,-1.294659221,-0.462908048,-0.831751173,0,0,1,,,,
885420000,137.7425,139.919,136.98335,139.04794,138.1174405,-1.330923029,-0.623657709,-0.70726532,0,1,0,,,,
885506400,139.04794,141.7746,137.02466,139.10557,138.1272726,-1.339570366,-0.784936878,-0.554633488,0,1,0,,,,
885765600,139.10557,142.0248,136.16415,139.03883,138.1363428,-1.336403574,-0.93455271,-0.401850863,0,1,0,,,,
885852000,139.03883,140.09186,137.4806,137.87474,138.1337398,-1.411554679,-1.078387737,-0.333166942,0,0,1,,,,
885938400,137.87474,138.9432,135.54902,135.8235,138.1107524,-1.617979338,-1.215907981,-0.402071357,0,0,1,,,,
886024800,135.8235,137.54082,134.3298,135.8012,138.0877717,-1.763048465,-1.338898597,-0.424149868,0,0,1,,,,
886111200,135.8012,138.61975,135.32149,136.18825,138.068871,-1.82573911,-1.446278029,-0.379461081,0,0,1,,,,
886370400,136.18825,137.82608,135.29108,137.2271,138.0604952,-1.771178343,-1.521228458,-0.249949885,0,0,1,,,,
886456800,137.2271,137.896,135.63388,136.95244,138.0494698,-1.730157134,-1.569617115,-0.160540019,0,0,1,,,,
886543200,136.95244,138.09604,133.5915,135.33594,138.0224695,-1.807252687,-1.622542633,-0.184710054,0,0,1,,,,
886629600,135.33594,137.15677,134.04173,136.06828,138.0030248,-1.788639429,-1.672439195,-0.116200233,0,0,1,,,,
886716000,136.06828,137.20326,134.28464,134.9465,137.9726116,-1.84315976,-1.728745438,-0.114414321,0,0,1,,,,
886975200,134.9465,136.36552,134.04616,134.81924,137.9412348,-1.875022244,-1.780241834,-0.09478041,0,0,1,,,,
887061600,134.81924,135.69101,133.38136,134.34402,137.9054416,-1.916527242,-1.813413824,-0.103113418,0,0,1,,,,
887148000,134.34402,135.81848,132.89744,133.96087,137.8661921,-1.957769309,-1.835049473,-0.122719836,0,0,1,,,,
887234400,133.96087,136.27853,132.55276,135.76889,137.8453235,-1.823541192,-1.83480526,0.011264068,1,0,1,,,,
887320800,135.76889,136.94404,133.985,136.13025,137.828258,-1.668769178,-1.823426464,0.154657285,0,0,1,,,,
887580000,136.13025,137.4798,135.55368,136.84827,137.8185069,-1.471213792,-1.794654981,0.323441189,0,0,1,,,,
887666400,136.84827,138.30302,135.55798,137.04285,137.8107889,-1.284145911,-1.736532006,0.452386095,0,0,1,,,,
887752800,137.04285,137.78277,135.32345,136.91478,137.8018734,-1.133165025,-1.663701517,0.530536492,0,0,1,,,,
887839200,136.91478,137.9417,135.85995,137.30868,137.796966,-0.970539374,-1.566743696,0.596204323,0,0,1,,,,
887925600,137.30868,139.54072,136.21846,139.36325,137.8125509,-0.668168514,-1.432648837,0.764480324,0,1,0,,,,
888184800,139.36325,142.298,137.9285,140.5934,137.8402211,-0.325522188,-1.255870498,0.93034831,0,1,0,,,,
888271200,140.5934,141.22899,139.35937,140.47633,137.866451,-0.062696352,-1.045306836,0.982610484,0,1,0,,,,
888357600,140.47633,141.96293,137.75748,139.51355,137.8828401,0.067132851,-0.835231943,0.902364794,0,1,0,,,,
888444000,139.51355,140.75099,137.552,138.39747,137.8879608,0.079053818,-0.641029387,0.720083206,0,1,0,,,,
888530400,138.39747,139.35026,136.68011,137.73646,137.8864533,0.034762567,-0.473698681,0.508461247,0,0,1,,,,
888789600,137.73646,138.5786,135.7313,136.8311,137.8759523,-0.072557161,-0.339077709,0.266520547,0,0,1,,,,
888876000,136.8311,138.36844,135.99826,137.79541,137.8751509,-0.078887693,-0.221935783,0.14304809,0,0,1,,,,
888962400,137.79541,138.8396,135.95569,138.2407,137.8787882,-0.047426796,-0.119367719,0.071940922,0,1,0,,,,
889048800,138.2407,139.92618,136.19623,137.81207,137.8781243,-0.056430176,-0.051396792,-0.005033384,1,0,1,,,,
889135200,137.81207,139.14525,136.51733,137.95437,137.878883,-0.05148946,-0.020948711,-0.030540749,0,1,0,,,,
889394400,137.95437,139.27649,137.4874,138.3387,137.8834583,-0.016372951,-0.015801667,-0.000571284,0,1,0,,,,
889480800,138.3387,138.46367,137.19314,137.88328,137.8834565,-0.025003231,-0.026039009,0.001035779,1,0,1,,,,
889567200,137.88328,140.35252,136.61885,139.97825,137.9043002,0.135640205,-0.019751633,0.155391838,0,1,0,,,,
889653600,139.97825,140.83262,138.85008,139.92175,137.9243743,0.255447567,0.004768923,0.250678644,0,1,0,,,,
889740000,139.92175,141.26913,138.00944,139.72548,137.9422958,0.330745784,0.049580361,0.281165423,0,1,0,,,,
889999200,139.72548,141.81273,138.6484,141.554,137.9782331,0.531835775,0.117438524,0.414397251,0,1,0,,,,
890085600,141.554,142.04346,139.9139,140.38019,138.0021332,0.589686841,0.188228928,0.401457913,0,1,0,,,,
890172000,140.38019,142.4303,139.43172,141.21284,138.0340805,0.694713895,0.271689381,0.423024514,0,1,0,,,,
890258400,141.21284,142.39093,140.18605,141.60946,138.0696564,0.800722283,0.366379574,0.434342708,0,1,0,,,,
890344800,141.60946,142.68158,139.26167,141.1912,138.1007166,0.841286777,0.4616751,0.379611678,0,1,0,,,,
890604000,141.1912,142.4674,140.61447,141.97317,138.1392485,0.925860136,0.567326585,0.358533551,0,1,0,,,,
890690400,141.97317,142.35415,140.46084,141.42343,138.1719269,0.937716299,0.656446151,0.281270148,0,1,0,,,,
890776800,141.42343,142.0994,139.03244,140.16676,138.191776,0.83607191,0.720959967,0.115111943,0,1,0,,,,
890863200,140.16676,141.52531,138.60522,140.08642,138.2106281,0.740499219,0.766488126,-0.025988907,1,1,0,,,,
890949600,140.08642,142.4078,138.58528,141.32547,138.2416216,0.756023188,0.791397838,-0.035374651,0,1,0,,,,
891208800,141.32547,143.72708,139.64229,142.06003,138.2796157,0.818167571,0.816784586,0.001382985,1,1,0,,,,
891295200,142.06003,144.1396,140.75253,142.9285,138.3258733,0.926812002,0.842573265,0.084238737,0,1,0,,,,
891381600,142.9285,144.18085,142.03937,143.34994,138.375864,1.034989468,0.868602952,0.166386516,0,1,0,,,,
891468000,143.34994,144.34811,142.3742,143.45228,138.4263756,1.116113016,0.899139201,0.216973815,0,1,0,,,,
891554400,143.45228,145.79063,142.36145,145.56225,138.4973793,1.335268809,0.944629053,0.390639756,0,1,0,,,,
891810000,145.56225,145.89998,144.491,145.56479,138.5677018,1.491957949,1.006211459,0.48574649,0,1,0,,,,
891896400,145.56479,145.83745,143.33366,144.31048,138.6248439,1.497658808,1.079721114,0.417937694,0,1,0,,,,
891982800,144.31048,146.42457,141.167,143.5085,138.6734375,1.421082344,1.155341462,0.265740882,0,1,0,,,,
892069200,143.5085,146.19128,140.40162,142.39683,138.7104861,1.25621164,1.210917956,0.045293684,0,1,0,,,,
892155600,142.39683,143.59782,138.37678,139.92184,138.7225394,0.915288534,1.221709174,-0.30642064,1,1,0,,,,
892414800,139.92184,141.2983,138.2497,140.62118,138.7414314,0.693540705,1.195790141,-0.502249437,0,1,0,,,,
892501200,140.62118,143.57445,139.89184,142.208,138.7759246,0.638486984,1.15173431,-0.513247326,0,1,0,,,,
892587600,142.208,143.98868,141.26349,143.05595,138.8185119,0.655720257,1.100579559,-0.444859302,0,1,0,,,,
892674000,143.05595,145.19998,141.50828,144.72069,138.87724,0.794549286,1.040499612,-0.245950326,0,1,0,,,,
892760400,144.72069,145.75267,143.3905,144.34295,138.9316252,0.86413067,0.970741025,-0.106610356,0,1,0,,,,
893019600,144.34295,145.85393,143.97423,145.2066,138.9940628,0.977693513,0.912967103,0.064726409,1,1,0,,,,
