time,open,high,low,close,200 EMA,MACD,Signal Line,Histogram,Cross,Close Above 200 EMA,Close Below 200 EMA,MACD under zero,MACD over zero,Close Up Relative to Yesterday,Close Down Relative to Yesterday
764805600,121.73918,121.76239,120.52406,120.52406,123.5636164,0.264147773,0.293138701,-0.028990928,1,0,1,,,,
764892000,120.52406,120.7904,119.3429,119.50649,123.523247,0.088393078,0.283425624,-0.195032546,0,0,1,,,,
764978400,119.50649,120.21391,118.64831,120.06443,123.4888309,-0.005805763,0.260775485,-0.266581249,0,0,1,,,,
765064800,120.06443,120.70612,118.06877,118.06877,123.4349,-0.238740061,0.20803193,-0.446771991,0,0,1,,,,
765151200,118.06877,119.34538,118.01126,119.27234,123.3934815,-0.322506475,0.14398804,-0.466494515,0,0,1,,,,
765406800,119.27234,119.7317,117.69702,117.69702,123.3368003,-0.510126698,0.054483856,-0.564610554,0,0,1,,,,
765493200,117.69702,119.55636,117.25215,118.93304,123.2929818,-0.552709303,-0.055042422,-0.49766688,0,0,1,,,,
765579600,118.93304,119.67346,118.59131,119.13041,123.2515631,-0.564028446,-0.162261166,-0.401767279,0,0,1,,,,
765666000,119.13041,120.18234,118.37887,120.18234,123.2210236,-0.482554402,-0.258214477,-0.224339924,0,0,1,,,,
765752400,120.18234,121.03989,119.69068,120.29116,123.1918707,-0.404541468,-0.332513282,-0.072028186,0,0,1,,,,
766011600,120.29116,120.3598,117.8414,117.8414,123.1386322,-0.534232515,-0.401693903,-0.132538611,0,0,1,,,,
766098000,117.8414,118.64594,117.545,118.64594,123.0939288,-0.56557436,-0.463890414,-0.101683946,0,0,1,,,,
766184400,118.64594,118.8747,118.05116,118.30763,123.0463039,-0.610672338,-0.505216223,-0.105456115,0,0,1,,,,
766270800,118.30763,119.52069,117.42644,119.03124,123.0063531,-0.581322407,-0.533973548,-0.047348859,0,0,1,,,,
766357200,119.03124,119.11117,117.60136,117.60136,122.952572,-0.665767192,-0.551266937,-0.114500255,0,0,1,,,,
766616400,117.60136,118.38011,117.2141,118.38011,122.9070749,-0.662218039,-0.563434574,-0.098783465,0,0,1,,,,
766702800,118.38011,118.82037,117.86347,118.82037,122.8664112,-0.616770263,-0.569294776,-0.047475487,0,0,1,,,,
766789200,118.82037,119.21195,118.52093,118.97369,122.8276776,-0.561903654,-0.57811136,0.016207705,1,0,1,,,,
766875600,118.97369,120.19916,118.48813,119.45356,122.7941043,-0.474233307,-0.585854897,0.11162159,0,0,1,,,,
766962000,119.45356,120.03041,118.89979,119.6867,122.7631849,-0.381543282,-0.568889427,0.187346145,0,0,1,,,,
767221200,119.6867,120.26765,119.39623,119.88931,122.7345891,-0.2884122,-0.538093631,0.249681431,0,0,1,,,,
767307600,119.88931,120.0288,119.37786,119.91885,122.7065718,-0.209803036,-0.493552598,0.283749562,0,0,1,,,,
767394000,119.91885,120.7475,119.23027,119.79407,122.6775917,-0.155777702,-0.446269853,0.290492151,0,0,1,,,,
767480400,119.79407,120.14534,118.50608,119.20415,122.6430301,-0.158734062,-0.389932838,0.231198776,0,0,1,,,,
767566800,119.20415,120.61159,118.36841,120.61159,122.6228167,-0.046966948,-0.321571606,0.274604658,0,0,1,,,,
767826000,120.61159,120.81288,120.07874,120.65084,122.6031951,0.04426617,-0.248123114,0.292389284,0,0,1,,,,
767912400,120.65084,120.91207,118.45727,118.45727,122.5619421,-0.059744991,-0.192327707,0.132582716,0,0,1,,,,
767998800,118.45727,120.11148,118.1757,118.93826,122.5258856,-0.102184789,-0.150988982,0.048804194,0,0,1,,,,
768085200,118.93826,120.46749,118.78643,120.46749,122.505404,-0.012280986,-0.109959838,0.097678852,0,0,1,,,,
768171600,120.46749,120.94773,119.83499,120.69184,122.4873586,0.076193286,-0.069448118,0.145641404,0,0,1,,,,
768430800,120.69184,121.2567,119.81549,119.81549,122.4607728,0.074734174,-0.037832872,0.112567046,0,0,1,,,,
768517200,119.81549,122.11113,119.62905,121.51007,122.4513131,0.207919495,0.002577928,0.205341567,0,0,1,,,,
