time,open,high,low,close,date
1277800200,3.8,5,3.507998,4.778,6/29/2010
1277886600,5.157998,6.08384,4.66,4.766,6/30/2010
1277973000,5,5.184,4.054,4.392002,7/1/2010
1278059400,4.6,4.620002,3.742002,3.84,7/2/2010
1278405000,4,4,3.166,3.222,7/6/2010
1278491400,3.279998,3.326,2.996,3.16,7/7/2010
1278577800,3.228,3.504,3.114,3.492002,7/8/2010
1278664200,3.516,3.579998,3.31,3.479998,7/9/2010
1278923400,3.59,3.614002,3.4,3.41,7/12/2010
1279009800,3.47876,3.728,3.379998,3.628,7/13/2010
1279096200,3.588,4.029998,3.55202,3.968,7/14/2010
1279182600,3.988,4.3,3.8,3.978,7/15/2010
1279269000,4.14,4.26,4.01,4.128,7/16/2010
1279528200,4.274,4.45,4.184,4.382,7/19/2010
1279614600,4.370002,4.370002,4.01,4.06,7/20/2010
1279701000,4.132,4.179998,3.9,4.044,7/21/2010
1279787400,4.1,4.25,4.074,4.2,7/22/2010
1279873800,4.238,4.312,4.212,4.257998,7/23/2010
1280133000,4.3,4.3,4.06,4.19,7/26/2010
1280219400,4.182,4.235998,4.051998,4.11,7/27/2010
1280305800,4.11,4.179998,4.101998,4.144,7/28/2010
1280392200,4.154,4.176,4,4.070002,7/29/2010
1280478600,4.04,4.088,3.91,3.988,7/30/2010
1280737800,4.1,4.194,4.066598,4.184,8/2/2010
1280824200,4.2,4.39,4.164002,4.39,8/3/2010
1280910600,4.39,4.435998,4.170002,4.251998,8/4/2010
1280997000,4.307998,4.31,4.01,4.09,8/5/2010
1281083400,4.020002,4.03202,3.904,3.918,8/6/2010
1281342600,3.979998,3.996,3.89,3.920002,8/9/2010
1281429000,3.929998,3.929998,3.764002,3.806,8/10/2010
1281515400,3.738,3.776,3.570002,3.579998,8/11/2010
1281601800,3.56,3.579998,3.478,3.520002,8/12/2010
1281688200,3.635998,3.69,3.53208,3.664002,8/13/2010
1281947400,3.69,3.76,3.65232,3.756,8/16/2010
1282033800,3.792002,3.879998,3.756,3.829998,8/17/2010
1282120200,3.918,3.918,3.720002,3.754,8/18/2010
1282206600,3.707998,3.85,3.666,3.757998,8/19/2010
1282293000,3.729998,3.822,3.70202,3.820002,8/20/2010
1282552200,3.818,4.07782,3.8,4.026,8/23/2010
1282638600,3.85,3.942002,3.79,3.84,8/24/2010
1282725000,3.832,3.996,3.712,3.979998,8/25/2010
1282811400,3.978,4.054,3.920002,3.95,8/26/2010
1282897800,3.95,3.973002,3.9,3.94,8/27/2010
1283157000,3.94,4.038,3.922,3.974,8/30/2010
1283243400,3.932,3.957998,3.866,3.896,8/31/2010
1283329800,3.924,4.138,3.920002,4.09,9/1/2010
1283416200,4.074,4.248002,4.06206,4.212,9/2/2010
1283502600,4.174,4.26,4.132,4.21,9/3/2010
1283848200,4.122,4.2,4.1,4.107998,9/7/2010
1283934600,4.132,4.19,4.120002,4.179998,9/8/2010
1284021000,4.2,4.21,4.138,4.142002,9/9/2010
1284107400,4.15,4.185998,3.951998,4.034,9/10/2010
1284366600,4.178,4.179902,4.1,4.144,9/13/2010
1284453000,4.107998,4.320002,4.106,4.224,9/14/2010
1284539400,4.196,4.4,4.157998,4.396,9/15/2010
1284625800,4.429998,4.632,4.168,4.188,9/16/2010
1284712200,4.204,4.264002,3.96,4.046,9/17/2010
1284971400,4.134,4.270002,4.032,4.210998,9/20/2010
1285057800,4.178,4.31,4.134,4.154,9/21/2010
1285144200,4.174,4.19,3.96,3.974,9/22/2010
1285230600,3.978,4.028,3.9,3.912,9/23/2010
1285317000,3.99,4.038,3.929998,4.020002,9/24/2010
1285576200,4.079998,4.162,4.01,4.106,9/27/2010
1285662600,4.207998,4.298002,4.151998,4.279998,9/28/2010
1285749000,4.238,4.406,4.226,4.396,9/29/2010
1285835400,4.4,4.42998,4.038,4.081,9/30/2010
1285921800,4.138,4.15,4.062,4.120002,10/1/2010
1286181000,4.085998,4.234,4.06,4.198002,10/4/2010
1286267400,4.229998,4.256,4.201998,4.224,10/5/2010
1286353800,4.212,4.2516,4.064002,4.092002,10/6/2010
1286440200,4.114002,4.128,4.068,4.085998,10/7/2010
